batch_size=256
discount_factor=0.99
epsilon=1.0
epsilon_min=0.005
epsilon_steps=5000
hidden_sizes=[]
learning_rate=0.001
train_start=100
opponent=random0.5
Round 327: lose - 9 cards left - win rate: 42.68%, avg reward: -41.48
Round 328: win - win rate: 42.55%, avg reward: -41.57
Round 329: lose - 1 cards left - win rate: 42.73%, avg reward: -41.28
Round 330: win - win rate: 42.6%, avg reward: -41.18
Round 331: win - win rate: 42.77%, avg reward: -40.77
Round 332: win - win rate: 42.94%, avg reward: -40.56
Round 333: lose - 13 cards left - win rate: 43.11%, avg reward: -40.31
Round 334: win - win rate: 42.99%, avg reward: -40.78
Round 335: win - win rate: 43.15%, avg reward: -40.59
Round 336: win - win rate: 43.32%, avg reward: -40.25
Round 337: win - win rate: 43.49%, avg reward: -39.91
Round 338: win - win rate: 43.66%, avg reward: -39.66
Round 339: win - win rate: 43.82%, avg reward: -39.52
Round 340: win - win rate: 43.99%, avg reward: -39.26
Round 341: win - win rate: 44.15%, avg reward: -38.81
Round 342: win - win rate: 44.31%, avg reward: -38.42
Round 343: lose - 1 cards left - win rate: 44.48%, avg reward: -38.13
Round 344: lose - 6 cards left - win rate: 44.35%, avg reward: -38.03
Round 345: win - win rate: 44.22%, avg reward: -38.1
Round 346: win - win rate: 44.38%, avg reward: -37.9
Round 347: win - win rate: 44.54%, avg reward: -37.54
Round 348: win - win rate: 44.7%, avg reward: -37.36
Round 349: win - win rate: 44.86%, avg reward: -36.94
Round 350: lose - 5 cards left - win rate: 45.01%, avg reward: -36.62
Round 351: lose - 1 cards left - win rate: 44.89%, avg reward: -36.67
Round 352: win - win rate: 44.76%, avg reward: -36.58
Round 353: lose - 7 cards left - win rate: 44.92%, avg reward: -36.33
Round 354: lose - 5 cards left - win rate: 44.79%, avg reward: -36.31
Round 355: lose - 4 cards left - win rate: 44.66%, avg reward: -36.33
Round 356: win - win rate: 44.54%, avg reward: -36.32
Round 357: lose - 5 cards left - win rate: 44.69%, avg reward: -36.18
Round 358: win - win rate: 44.57%, avg reward: -36.21
Round 359: lose - 15 cards left - win rate: 44.72%, avg reward: -35.98
Round 360: lose - 4 cards left - win rate: 44.6%, avg reward: -36.49
Round 361: lose - 2 cards left - win rate: 44.48%, avg reward: -36.44
